input_sd,output_sd
ملڪيت حاصل ڪرڻ لاءِ سرٽيفڪيٽ جاري ڪرڻ جو طريقيڪار ڇا آهي؟,"سرٽيفڪيٽ تيار ٿيڻ بعد، عدالت يا قانوني اداري کان وصولي جي هدايت ڏني ويندي."
محتسب جي آفيس ۾ شڪايت جي داخلا ۽ پيروي جو طريقيڪار ڇا آهي؟,"شڪايت ڪندڙ کي واقعي جي تفصيل، تاريخ، وقت، هنڌ، شاهديون ۽ لاڳاپيل دستاويز ڏيڻا پوندا."
محتسب جي آفيس ۾ شڪايت ڪندڙ کي ڪهڙي معلومات فراهم ڪرڻ گهرجي؟,شڪايت ڪندڙ کي پنهنجي سڃاڻپ ۽ رابطا معلومات پڻ فراهم ڪرڻ گهرجي.
شڪايت ڪٿي پيش ڪجي؟,شڪايت محتسب جي آفيس ۾ جمع يا پوسٽ ذريعي موڪلي سگھجي ٿي.
محتسب جي آفيس ۾ شڪايت جي پيروي جو طريقيڪار ڇا آهي؟,"محتسب جو دفتر شڪايت رجسٽر ڪندو، رسيد ڏيندو ۽ جاچ کان پوءِ واسطيدار ماڻهن سان رابطو ڪندو."
جيڪڏهن توهان ووٽ ڏيڻ ۾ ڏکيائي محسوس ڪري رهيا آهيو ته ڇا ڪجي؟,ڏکيائي جي صورت ۾ رياستي چونڊ آفيس کان مدد حاصل ڪريو.
پهريون قدم ڇا آهي؟,"پهريون قدم: اصل شناختي ڪارڊ ۽ فهرست جي تصديق، نالي جو اعلان، نالي کي لسٽ مان ڪٽڻ، ۽ انگوٺي تي سياهين جو نشان لڳائڻ."
ٻيو قدم ڇا آهي؟,"ٻيو قدم: انگوٺي جي نشان کان پوءِ، افسر دستخط ۽ مھر لڳائي، بيليٽ پيپر جاري ڪندو."
ٽيون قدم ڇا آهي؟,ٽيون قدم: بيليٽ پيپر وٺي ووٽنگ اسڪرين جي پويان وڃي پنهنجي پسند جي اميدوار تي مھر لڳايو.
آخري قدم ڇا آهي؟,"آخري قدم: سائو بيليٽ پيپر سائو لِڊ بڪس ۾، اڇو بيليٽ پيپر اڇي لِڊ بڪس ۾ وجھو."
ضروري هدايتون ڇا آهن؟,"هدايتون: اصل قومي شناختي ڪارڊ ضروري، زائد المعياد قبول، فوٽو ڪاپي يا ٻيا دستاويز قبول نه هوندا."
ڪن ماڻهن کي ترجيح ڏني ويندي؟,"بيمار، حاملہ، معذور، بزرگ ۽ خواجه سرا کي ترجيح ملندي."
پولنگ اسٽيشن جي اندر ڇا آڻڻ جي اجازت ناهي؟,پولنگ اسٽيشن ۾ موبائل فون ۽ ڪئميرا آڻڻ جي اجازت ناهي.
ووٽنگ جو وقت ڇا آهي؟,ووٽنگ 8 وڳي صبح کان 6 وڳي شام تائين ٿيندي.
چونڊن ۾ ووٽ ڏيڻ جو طريقيڪار ڇا آهي؟,"چونڊن ۾ ووٽ ڏيڻ جو طريقو عام طور تي انهن مرحلن تي مشتمل آهي: ووٽر رجسٽريشن، ووٽر لسٽ چيڪ ڪرڻ، پولنگ اسٽيشن تي وڃڻ، سڃاڻپ پيش ڪرڻ، بيليٽ پيپر حاصل ڪرڻ، ۽ ووٽ ڪاسٽ ڪرڻ."
جديد معلومات حاصل ڪرڻ لاءِ ڪنهن سان رابطو ڪرڻ گهرجي؟,جديد معلومات لاءِ مقامي قانوني اداري يا وڪيلن جي ايسوسيئيشن سان رابطو ضروري آهي.
وڪيلن جي فرم جي رجسٽريشن جو طريقو ڇا آهي؟,پاڪستان ۾ وڪيلن جي فرم جي رجسٽريشن لاءِ ڪجھ مخصوص مرحلا آهن.
فرم جو نالو چونڊيندي ڇا جو خيال رکڻ گهرجي؟,فرم جو نالو چونڊيندي پڪ ڪريو ته اهو منفرد هجي ۽ ٻي ڪنهن فرم سان ملندڙ نه هجي.
فرم جي آئيني دستاويزن ۾ ڇا شامل هجڻ گهرجي؟,"آئيني دستاويزن ۾ فرم جو نالو، پتو، ڀائيوارن جي فهرست، انتظامي ڍانچي، ڪاروبار جي نوعيت، مالي صورتحال ۽ ڀائيوارن جون ذميواريون شامل هجڻ گهرجن."
ڪيئن فرم جي آئيني دستاويزن جي تصديق ڪري سگهجي ٿي؟,دستاويزن جي تصديق وڪيل يا ڪمپني رجسٽرار کان ڪرائي سگهجي ٿي.
فرم کي ڪٿي رجسٽر ڪرائڻ ضروري آهي؟,فرم کي پاڪستان بار ڪائونسل ۾ رجسٽر ڪرائڻ ضروري آهي.
اپيل درخواست ۾ ڇا شامل هجڻ گهرجي؟,"اپيل درخواست ۾ اپيل جي تفصيل، فيصلي جي نقل، دليل ۽ شاهديون شامل هجڻ گهرجن."
چونڊن ۾ ووٽ ڏيڻ جو طريقيڪار ڇا آهي؟,چونڊن ۾ ووٽ ڏيڻ جو طريقو ملڪ کان ملڪ ۾ مختلف ٿي سگهي ٿو.
پوسٽ جي انشورنس ڇا آهي؟,پوسٽ جي انشورنس جو مطلب آهي ته گم يا نه پهچڻ جي صورت ۾ انشورنس ڪمپني قيمت ادا ڪندي.
انشورنس پاليسيون ۽ ضابطا ڪيئن مقرر ٿين ٿا؟,انشورنس پاليسيون ۽ ضابطا انشورنس ڪمپني طئي ڪري ٿي.
انشورنس ڪمپني سان لاڳاپيل قانون ڇا ٿي سگهي ٿو؟,"انشورنس سان لاڳاپيل مقامي قانون موجود ٿي سگهي ٿو، خاص ڪري پوسٽل ادارن لاءِ."
انشورنس پاليسي ۾ ڪهڙا تفصيل شامل آهن؟,"انشورنس پاليسيءَ ۾ مدت، ادائيگي جو طريقو، شرطون ۽ تنظيمي معلومات شامل آهن."
پوسٽ تي عام طور تي ڪهڙيون شرطون آهن؟,"سامان کي پوسٽ آفيس ۾ جمع ڪرائڻ، صحيح پيڪنگ ۽ پتو لکي، لاڳاپيل فيس ادا ڪرڻ لازمي آهي."
جيڪڏهن سامان ٻئي ملڪ ڏانهن موڪليو وڃي ته ڪهڙين ڳالهين جو خيال رکڻ گهرجي؟,"ٻئي ملڪ سامان موڪلڻ وقت ٽيڪس، ڊيوٽي ۽ معلومات لاءِ پوسٽ آفيس يا ٽيڪس صلاحڪار سان رابطو ضروري آهي."
جيڪڏهن سامان قيمتي هجي ته ڇا ڪرڻ گهرجي؟,قيمتي سامان رجسٽرڊ پوسٽ سان موڪليو ته نقصان جي صورت ۾ دعويٰ ڪري سگهجي.
گرم ملڪن ڏانهن سامان موڪلڻ لاءِ ڇا صلاح ڏني وئي آهي؟,گرم ملڪن ڏانهن سامان موڪلڻ وقت چڱيءَ طرح پيڪ ڪرڻ جي صلاح ڏجي ٿي ته سامان خراب نه ٿئي.
ٻوليءَ جي فرق سان ملڪ ۾ سامان موڪلڻ لاءِ ڇا صلاح ڏني وئي آهي؟,اهڙي ملڪ ڏانهن سامان موڪلڻ وقت پتو انگريزي ۾ لکڻ بهتر آهي.
پاڪستان پينل ڪوڊ 501 ڇا چوي ٿو؟,جيڪڏهن مئل شخص تي الزام لڳايو وڃي ته قذف جي سزا ٻيڻي ٿيندي.
پاڪستان پينل ڪوڊ 502 ڇا چوي ٿو؟,جيڪڏهن ملزم قذف مان بري ٿي وڃي ته سندس ثبوت ڪنهن به ايندڙ ڪارروائي ۾ قبول نه ٿيندا.
قذف جي ڪيس جي پيروي لاءِ ڇا ضروري آهي؟,قذف جي ڪيس جي پيروي لاءِ لاڳاپيل قانونن جو خيال رکڻ ۽ وڪيل سان مشورو ڪرڻ ضروري آهي.
قذف جي ڏوهه ۾ ڪيس داخل ڪرائڻ جو عمل ڇا آهي؟,قذف جي ڏوهه ۾ ڪيس داخل ڪرائڻ جو عمل پاڪستان پينل ڪوڊ جي تحت ٿئي ٿو.
پاڪستان پينل ڪوڊ (پي پي سي) ڇا آهي؟,پاڪستان پينل ڪوڊ (پي پي سي) اهو قانون آهي جنهن تحت ڏوهارين جا ڪيس هلايا وڃن ٿا.
پوليس جي تحقيق دوران ڇا ٿئي ٿو؟,"پوليس جاچ دوران ثبوت، شاهديون ۽ دستاويز گڏ ڪيا وڃن ٿا."
گرفتاري ۽ ضبط ڪيئن ٿئي ٿي؟,"ثبوت ملڻ تي پوليس ملزم کي گرفتار ڪري عدالت ۾ پيش ڪري ٿي، عدالت ريمانڊ يا وڌيڪ جاچ جو حڪم ڏئي سگهي ٿي."
چارج شيٽ بعد ڇا ٿئي ٿو؟,تحقيق مڪمل ٿيڻ بعد پوليس چارج شيٽ تيار ڪري عدالت ۾ پيش ڪري ملزم تي فرد جرم لڳائي ٿي.
ڪيس جا اجراءات ڇا آهن؟,"ڪيس جي اجراءات ۾ عدالت ۾ پيش ٿيڻ، صفائي جو موقعو، ۽ عدالت پاران دليلن ۽ ثبوتن جو جائزو وٺڻ شامل آهي."
قذف جي ڪيس ۾ فيصلي بعد ڇا ٿئي ٿو؟,جيڪڏهن ملزم تي قذف ثابت ٿي وڃي ته کيس قيد يا جرمانو ملي سگهي ٿو.
پوليس کي امن برقرار رکڻ لاءِ ڪهڙا اختيار آهن؟,پوليس وٽ امن برقرار رکڻ لاءِ انتظامي اختيارات آهن.
پوليس وٽ ڪهڙا اختيارات آهن؟,پوليس وٽ امن عامه رکڻ لاءِ وسيع اختيارات آهن.
پوليس کي ڇا ڪرڻ گهرجي؟,پوليس کي حڪم جاري ڪندي احتياط سان استعمال ڪرڻ گهرجي.
جيڪڏهن پوليس جي ڪنهن حڪم خلاف احتجاج ٿئي ته ڇا ڪرڻ گهرجي؟,پوليس کي احتجاج کي امن سان ختم ڪرڻ جي ڪوشش ڪرڻ گهرجي.
پوليس جي حڪم خلاف شڪايت ڪيئن ڪري سگهجي ٿي؟,جيڪڏهن توهان سمجهو ٿا ته پوليس اوهان خلاف غيرمنصفانه حڪم جاري ڪيو آهي ته اوهان عدالت ۾ شڪايت ڪري سگهو ٿا.
پوليس جي عمل خلاف شڪايت ڪيئن ڪري سگهجي ٿي؟,پوليس جي عمل خلاف اوهان پوليس ڪمشنر يا سينيئر پوليس آفيسر کي شڪايت ڪري سگهو ٿا.
پوليس کي ڪنهن شخص کي گرفتار ڪرڻ جو اختيار ڪڏهن آهي؟,پوليس ڪنهن شخص کي تڏهن گرفتار ڪري سگهي ٿي جڏهن هو ڏوهه ڪندي ڏسي يا ڏوهه جو شڪ هجي.
پوليس کي ڪنهن شخص يا جڳهه جي جاچ جو اختيار ڪڏهن آهي؟,پوليس ڪنهن شخص يا جڳهه تي تڏهن جاچ ڪري سگهي ٿي جڏهن ڏوهه جا ثبوت ڳولڻا هجن.
پوليس کي ڪنهن شخص کان سوال پڇڻ جو اختيار ڪڏهن آهي؟,پوليس ڪنهن شخص کان تڏهن سوال پڇي سگهي ٿي جڏهن ڏوهه جي جاچ ۾ سوال ڪرڻ ضروري هجي.
پوليس کي ڪنهن شخص جو هٿيار ضبط ڪرڻ جو اختيار ڪڏهن آهي؟,پوليس ڪنهن شخص جو هٿيار ضبط ڪري سگهي ٿي جيڪڏهن اندازو هجي ته هٿيار ڏوهه لاءِ استعمال ٿي سگهي ٿو.
پوليس کي ڪنهن علائقي مان شخص کي ڪڍڻ جو اختيار ڪڏهن آهي؟,پوليس ڪنهن شخص کي علائقي مان تڏهن ڪڍي سگهي ٿي جڏهن هو تشدد يا فساد پيدا ڪري رهيو هجي.
پوليس کي احتجاج يا ٻين سرگرمين تي پابندي جو اختيار ڪڏهن آهي؟,پوليس کي تڏهن پابندي لڳائڻ جو اختيار آهي جڏهن احتجاج يا سرگرمي غيرقانوني يا خطرناڪ هجي.
پوليس کي ڪهڙا اختيار ڏنا وڃن ٿا؟,پوليس کي عوام جي حفاظت ۽ امن برقرار رکڻ لاءِ اختيار ڏنا وڃن ٿا.
پوليس سڌارن ۾ ڪهڙا قدم کنيا ويا آهن؟,پوليس سڌارن لاءِ سڀ کان اهم تجويز پوليس اسٽيشنن جو ماحول بهتر بڻائڻ آهي.
ڪيسن جو اندراج ڪيئن ڪري سگهجي ٿو؟,تجويز آهي ته ڪيس پوليس اسٽيشن بدران ويجهي پوسٽ آفيسن تي رجسٽرڊ ڪيا وڃن.
آئي جي پوليس ڊاڪٽر عثمان انور ڇا ڪيو آهي؟,آئي جي پوليس ڊاڪٽر عثمان انور اهم قدم کنيا آهن ته ايف آءِ آر جي داخلا يقيني بڻائي وڃي.
پوليس کاتي جي ڪارڪردگي ڪيئن بهتر ٿي سگهي ٿي؟,آئي جي پوليس ڊاڪٽر عثمان انور پوليس آرڊر 2002 مطابق تحقيقات لاءِ ڌار ايس ڊي پي او مقرر ڪري بهتري جي ڪوشش ڪئي آهي.
تحقيقاتي عملي لاءِ ڪهڙا سڌارا ضروري آهن؟,تحقيقاتي عملي لاءِ تربيت ۽ صلاحيت وڌائڻ ضروري آهي ڇو ته عام طور تي عملو وڌ ۾ وڌ بوجھ هيٺ آهي.
تحقيقاتي ڪم ڪيئن بهتر بڻائي سگهجي ٿو؟,واچ اينڊ وارڊ يعني روايتي پوليس ۽ تحقيقاتي شعبي لاءِ الڳ ڪيڊر مان آفيسر ڀرتي ڪيا وڃن.
پاڪستان جي سپريم ڪورٽ ڇا آهي؟,سپريم ڪورٽ پاڪستان جي سڀ کان وڏي عدالت آهي.
سپريم ڪورٽ وٽ ڪهڙا اختيار آهن؟,"سپريم ڪورٽ وٽ وسيع اختيار آهن جيئن ڪيس ٻڌڻ، قانون جي تشريح ۽ غيرآئيني حڪومت ختم ڪرڻ."
سپريم ڪورٽ ڪن لاءِ اهم آهي؟,سپريم ڪورٽ آئيني حڪمراني جي حفاظت لاءِ اهم آهي.
سپريم ڪورٽ ڇا ڪم ڪري ٿي؟,"سپريم ڪورٽ قانون جي تشريح، آئيني بحران جو حل ۽ قانوني حقن جي حفاظت ڪري ٿي."
وفاقي شريعت عدالت ڇا آهي؟,وفاقي شريعت عدالت پاڪستان جي اعليٰ عدالت آهي جيڪا اسلامي قانون موجب فيصلا ٻڌائي ٿي.
وفاقي شريعت عدالت جا اختيار ڇا آهن؟,"وفاقي شريعت عدالت کي اسلامي قانون جي تشريح، عدالتي معاملن جي ٻڌڻي ۽ حڪومت جي قدمن جو جائزو وٺڻ جو اختيار آهي."
وفاقي شريعت عدالت ڇا ڪم ڪري ٿي؟,وفاقي شريعت عدالت اسلامي قانون جي تشريح ۽ ان جي عملداري کي يقيني بڻائي ٿي.
ڪهڙين شعبن تي وفاقي شريعت عدالت جو دائرو آهي؟,"وفاقي شريعت عدالت جو دائرو اسلامي قانون جي تشريح، شرعي معاملن ۽ حڪومت جي قدمن تائين محدود آهي."
وفاقي شريعت عدالت جا اختيار ڇا جي تحت مقرر ٿيل آهن؟,وفاقي شريعت عدالت جا اختيار پاڪستاني آئين ۽ قانون تحت مقرر ٿيل آهن.
پاڪستان جي عدالت عاليه جو ڪم ڇا آهي؟,عدالت عاليه جو ڪم آئيني ۽ عوامي حقن جي حفاظت ۽ قانون جي حڪمراني کي يقيني بڻائڻ آهي.
عدالت عاليه وٽ ڪيترا اختيار آهن؟,عدالت عاليه وٽ وسيع اختيار آهن جيئن ڪيس ٻڌڻ ۽ قانون جي تشريح.
ڇا عدالت عاليه کي اپيل ٻڌڻ جو اختيار آهي؟,عدالت عاليه کي ٻين عدالتن جي فيصلي تي اپيل ٻڌڻ جو اختيار آهي.
ڇا عدالت عاليه کي قانون جي تشريح جو اختيار آهي؟,عدالت عاليه کي قانون جي تشريح جو اختيار آهي ۽ ان جا فيصلا ملڪ ڀر ۾ لاڳو ٿين ٿا.
ڇا عدالت کي قانون جي ساخت تي ضابطو رکڻ جي طاقت آهي؟,عدالت کي قانون جي ساخت تي ضابطو رکڻ ۽ غير آئيني قرار ڏيڻ کان روڪڻ جو اختيار آهي.
ڇا عدالت عاليه کي غير آئيني حڪومتون ختم ڪرڻ جو اختيار آهي؟,"عدالت کي غير آئيني حڪومتون ختم ڪرڻ جو اختيار آهي، جڏهن حڪومت آئين جي خلاف ورزي ڪري."
عدالت جي ججن جو انتخاب ڪير ڪري ٿو؟,"عدالت عاليه جي ججن جو انتخاب صدر پاڪستان ڪري ٿو، ۽ ججن جي مدت پنج سال آهي."
عدالت جي ججن جو عدالتي طرز عمل ڇا آهي؟,عدالت عاليه جا جج آئين مطابق فيصلا ڏيندا آهن ۽ انهن جا فيصلا ملڪ ڀر ۾ لاڳو ٿين ٿا.
پاڪستان جي سڀ کان اعليٰ عدالت ڪهڙي آهي؟,"پاڪستان جي سڀ کان اعليٰ عدالت سپريم ڪورٽ آهي، جيڪا پاڪستاني قانون تحت قائم ٿيل آهي."
پاڪستان ۾ ماتحت عدالتن جو دائرو بيان ڪريو؟,"پاڪستان ۾ ماتحت عدالتن جو دائرو انهن جي نوعيت تي دارومدار رکي ٿو جهڙوڪ ضلعي عدالتون، خاص عدالتون، ٽرائل ڪورٽون، ۽ اپيل ڪورٽون."
ججن جي مدت ملازمت ڪيتري آهي؟,ججن جي مدت ملازمت پنج سال آهي.
عدالتن جو دائرو ڪهڙن معاملن تي مشتمل آهي؟,عدالتن جو دائرو عام طور تي مدني (سول) معاملن تي مشتمل هوندو آهي.
عدالتن جو دائرو ڪهڙن معاملن تي آهي؟,عدالتن جو دائرو ڏوهن ۽ ڏنڊن جي معاملن تي مشتمل آهي.
  1984 جو قانونِ شهادت جو اطلاق ڪنهن تي ٿئي ٿو؟,قانونِ شهات مجریہ 1984 پاڪستان جي سڀني عدالتن تي لاڳو ٿئي ٿو.
